,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
1658,2701605.0,Canapi,27.0,AL,427.9222222222222,494.06111111111113,456.8888888888889,470.8888888888889,554.4444444444445
1659,2701704.0,Capela,27.0,AL,425.62105263157895,457.8333333333333,450.92083333333335,435.90000000000003,414.1666666666667
1660,2701803.0,Carneiros,27.0,AL,455.88,464.93999999999994,480.36,450.36,500.0
1661,2701902.0,Chã Preta,27.0,AL,406.90000000000003,438.1857142857143,428.7285714285714,430.12857142857143,537.1428571428571
1662,2702009.0,Coité do Nóia,27.0,AL,504.4307692307693,504.38461538461536,454.5076923076923,496.7307692307692,606.1538461538462
1663,2702108.0,Colônia Leopoldina,27.0,AL,444.2653846153846,453.33076923076925,469.2846153846154,484.94615384615383,501.53846153846155
1664,2702207.0,Coqueiro Seco,27.0,AL,414.2714285714286,461.65714285714284,403.64285714285717,497.0857142857143,402.85714285714283
1665,2702306.0,Coruripe,27.0,AL,470.40314136125653,488.6303482587065,477.2880597014925,513.4120418848167,590.3482587064676
1666,2702355.0,Craíbas,27.0,AL,464.5882352941176,488.24117647058824,472.5147058823529,508.4147058823529,637.6470588235294
1667,2702405.0,Delmiro Gouveia,27.0,AL,460.05974025974024,488.83500000000004,470.62375000000003,486.1720779220779,558.375
1668,2702504.0,Dois Riachos,27.0,AL,467.8666666666666,483.0333333333333,470.15000000000003,478.55,510.0
1669,2702553.0,Estrela de Alagoas,27.0,AL,431.73,409.6,432.34,443.68999999999994,530.0
1670,2702603.0,Feira Grande,27.0,AL,470.60714285714283,481.8233333333334,482.32666666666665,476.4857142857143,636.6666666666666
1671,2702702.0,Feliz Deserto,27.0,AL,442.5125,435.53000000000003,411.88,453.7125,452.0
1672,2702801.0,Flexeiras,27.0,AL,365.0,412.5,436.6,385.79999999999995,430.0
1673,2702900.0,Girau do Ponciano,27.0,AL,440.2366666666667,462.09999999999997,442.7142857142857,468.55833333333334,527.6190476190476
1674,2703007.0,Ibateguara,27.0,AL,444.2190476190476,463.55217391304353,431.5782608695652,510.347619047619,571.304347826087
1675,2703106.0,Igaci,27.0,AL,437.23043478260865,448.3041666666666,425.4291666666666,481.1304347826087,530.0
1676,2703205.0,Igreja Nova,27.0,AL,420.8888888888889,439.5333333333333,431.78888888888883,478.58518518518514,530.3703703703703
1677,2703304.0,Inhapi,27.0,AL,422.72499999999997,441.8071428571429,424.59999999999997,489.90000000000003,458.57142857142856
1678,2703403.0,Jacaré dos Homens,27.0,AL,451.80000000000007,458.98,425.71999999999997,480.75,444.0
1679,2703502.0,Jacuípe,27.0,AL,446.4111111111111,436.4,450.26666666666665,477.8333333333333,484.44444444444446
1680,2703601.0,Japaratinga,27.0,AL,460.18333333333334,470.6666666666667,486.09999999999997,471.8333333333333,473.3333333333333
1681,2703700.0,Jaramataia,27.0,AL,456.62,457.9799999999999,455.91999999999996,458.91999999999996,516.0
1682,2703809.0,Joaquim Gomes,27.0,AL,446.704,470.07599999999996,438.152,440.48400000000004,460.0
1683,2703908.0,Jundiá,27.0,AL,491.45384615384614,498.32142857142856,480.8285714285715,496.0615384615385,577.1428571428571
1684,2704005.0,Junqueiro,27.0,AL,467.90140845070425,496.9893333333333,472.7093333333333,506.656338028169,645.6
1685,2704104.0,Lagoa da Canoa,27.0,AL,451.7681818181818,445.2,445.92083333333335,483.65,553.3333333333334
1686,2704203.0,Limoeiro de Anadia,27.0,AL,435.6913043478261,491.21153846153845,473.09615384615387,492.8173913043478,536.1538461538462
1687,2704302.0,Maceió,27.0,AL,494.2967663702506,522.5219657676348,505.40210062240664,550.9904607922393,649.9014522821577
1688,2704401.0,Major Isidoro,27.0,AL,427.44,441.392,421.592,455.01199999999994,601.6
1689,2704500.0,Maragogi,27.0,AL,482.96734693877556,499.24528301886795,492.0622641509434,525.0183673469388,632.8301886792453
1690,2704609.0,Maravilha,27.0,AL,459.8,477.3,549.5999999999999,453.45000000000005,580.0
1691,2704708.0,Marechal Deodoro,27.0,AL,469.82666666666665,494.0560975609756,487.7105691056911,493.1308333333333,593.170731707317
1692,2704807.0,Maribondo,27.0,AL,451.81481481481484,475.2925925925926,460.1370370370371,479.85925925925926,529.6296296296297
1693,2704906.0,Mar Vermelho,27.0,AL,455.53999999999996,554.9399999999999,475.14,489.56000000000006,724.0
1694,2705002.0,Mata Grande,27.0,AL,470.0566666666667,479.130303030303,475.9848484848485,504.59000000000003,632.1212121212121
1695,2705101.0,Matriz de Camaragibe,27.0,AL,449.35,444.2676470588235,433.9117647058824,470.140625,537.6470588235294
1696,2705200.0,Messias,27.0,AL,422.7074074074074,438.96666666666664,432.23333333333335,465.862962962963,392.6666666666667
1697,2705309.0,Minador do Negrão,27.0,AL,458.5125,466.39,432.8,463.5875,558.0
1698,2705408.0,Monteirópolis,27.0,AL,409.34000000000003,440.18,390.66,422.53999999999996,524.0
1699,2705507.0,Murici,27.0,AL,490.62,509.27407407407406,496.60555555555555,554.232,620.0
1700,2705606.0,Novo Lino,27.0,AL,409.3,409.1333333333334,409.65000000000003,435.2833333333333,426.6666666666667
1701,2705705.0,Olho d'Água das Flores,27.0,AL,436.875,388.46,409.82,468.95,580.0
1702,2705804.0,Olho d'Água do Casado,27.0,AL,460.59999999999997,477.6666666666667,438.8,443.0333333333333,453.3333333333333
1703,2705903.0,Olho d'Água Grande,27.0,AL,408.93333333333334,470.26666666666665,465.56666666666666,461.6333333333334,606.6666666666666
1704,2706000.0,Olivença,27.0,AL,420.10625,428.49375,421.4875,465.6,498.75
1705,2706109.0,Ouro Branco,27.0,AL,437.31666666666666,478.2714285714286,447.7357142857143,449.9666666666667,550.0
1706,2706208.0,Palestina,27.0,AL,452.1125,456.1875,487.225,467.53749999999997,662.5
1707,2706307.0,Palmeira dos Índios,27.0,AL,486.06147959183676,505.92194513715714,495.5877805486285,535.3469387755102,662.793017456359
1708,2706406.0,Pão de Açúcar,27.0,AL,438.81666666666666,481.4157894736842,460.98421052631585,491.3444444444445,492.63157894736844
1709,2706422.0,Pariconha,27.0,AL,444.60833333333335,485.6615384615385,463.7230769230769,553.5416666666666,621.5384615384615
1710,2706448.0,Paripueira,27.0,AL,420.15882352941173,438.0705882352941,412.63529411764705,471.6941176470588,530.5882352941177
1711,2706505.0,Passo de Camaragibe,27.0,AL,391.325,448.4,439.675,435.65,355.0
1712,2706604.0,Paulo Jacinto,27.0,AL,395.62857142857143,422.7625,445.825,436.74285714285713,477.5
1713,2706703.0,Penedo,27.0,AL,471.5510822510823,492.22415254237285,480.4419491525424,509.15584415584414,595.3389830508474
1714,2706802.0,Piaçabuçu,27.0,AL,461.75199999999995,475.2807692307692,458.2269230769231,475.092,515.3846153846154
1715,2706901.0,Pilar,27.0,AL,440.27647058823527,468.9013888888889,453.9152777777778,464.15441176470586,579.1666666666666
1716,2707008.0,Pindoba,27.0,AL,450.0333333333333,502.1000000000001,489.3,432.9666666666667,700.0
1717,2707107.0,Piranhas,27.0,AL,478.7917647058824,495.29999999999995,476.0370786516854,506.5023529411764,583.8202247191011
1718,2707206.0,Poço das Trincheiras,27.0,AL,389.9,434.6,349.35,440.3,410.0
1719,2707305.0,Porto Calvo,27.0,AL,433.76,461.87692307692305,438.25,469.1,519.2307692307693
1720,2707404.0,Porto de Pedras,27.0,AL,457.7357142857143,445.49285714285713,449.9428571428571,464.3142857142857,492.85714285714283
1721,2707503.0,Porto Real do Colégio,27.0,AL,444.42,457.278125,448.821875,460.4633333333333,633.125
1722,2707602.0,Quebrangulo,27.0,AL,462.0125,433.46666666666664,457.3444444444445,467.425,591.1111111111111
1723,2707701.0,Rio Largo,27.0,AL,455.7008097165992,477.0164705882353,465.2796078431373,492.18137651821866,597.8823529411765
1724,2707909.0,Santa Luzia do Norte,27.0,AL,501.56666666666666,496.0333333333333,435.23333333333335,501.6333333333334,573.3333333333334
1725,2708006.0,Santana do Ipanema,27.0,AL,488.54137931034484,513.7486033519554,495.23575418994415,522.2534482758621,645.0279329608938
1726,2708105.0,Santana do Mundaú,27.0,AL,453.81290322580645,480.1645161290323,454.4451612903226,500.1774193548387,537.4193548387096
1727,2708204.0,São Brás,27.0,AL,431.475,459.875,458.75,381.975,490.0
1728,2708303.0,São José da Laje,27.0,AL,454.09444444444443,494.5181818181818,477.2,492.54814814814813,593.0909090909091
1729,2708402.0,São José da Tapera,27.0,AL,443.8,476.48604651162793,451.5767441860465,460.12250000000006,494.8837209302326
1730,2708501.0,São Luís do Quitunde,27.0,AL,434.95789473684215,474.4871794871795,437.7794871794872,468.81052631578945,602.0512820512821
1731,2708600.0,São Miguel dos Campos,27.0,AL,448.34923857868023,476.7399014778325,474.1,501.8502538071066,632.6108374384237
1732,2708709.0,São Miguel dos Milagres,27.0,AL,438.0,439.7166666666667,454.31666666666666,486.01666666666665,510.0
1733,2708808.0,São Sebastião,27.0,AL,460.4441176470588,469.8971428571429,448.4085714285714,468.72058823529414,547.4285714285714
1734,2708907.0,Satuba,27.0,AL,490.4475247524752,526.4495145631068,503.66893203883495,528.4742574257426,638.0582524271845
1735,2708956.0,Senador Rui Palmeira,27.0,AL,432.5888888888889,440.8666666666667,444.0888888888889,456.9888888888888,526.6666666666666
1736,2709004.0,Tanque d'Arca,27.0,AL,450.38,469.76000000000005,443.68,462.14,540.0
1737,2709103.0,Taquarana,27.0,AL,451.72666666666663,489.51612903225805,465.60967741935485,504.7566666666667,589.6774193548387
1738,2709152.0,Teotônio Vilela,27.0,AL,475.77064220183485,477.48214285714283,484.0723214285714,516.7110091743119,668.0357142857143
1739,2709202.0,Traipu,27.0,AL,433.4681818181818,466.28695652173917,441.47391304347826,477.67727272727274,491.30434782608694
1740,2709301.0,União dos Palmares,27.0,AL,464.1439189189189,481.70588235294116,466.44444444444446,493.5006756756757,600.0
1741,2709400.0,Viçosa,27.0,AL,461.52197802197804,494.12553191489366,472.46382978723403,489.6736263736264,616.1702127659574
1742,2800100.0,Amparo do São Francisco,28.0,SE,440.9,416.15,428.6,398.04999999999995,660.0
1743,2800209.0,Aquidabã,28.0,SE,453.9653846153846,456.70714285714286,437.8535714285714,488.2903846153846,508.2142857142857
1744,2800308.0,Aracaju,28.0,SE,507.4769611074489,533.8626961255203,514.5784181876401,559.316051417271,688.6327249439641
1745,2800407.0,Arauá,28.0,SE,423.5916666666667,419.34285714285716,389.4785714285714,447.1583333333333,337.14285714285717
1746,2800506.0,Areia Branca,28.0,SE,435.59375,446.55625,443.59375,469.73125,502.5
1747,2800605.0,Barra dos Coqueiros,28.0,SE,460.884375,474.2939393939394,468.42121212121214,512.809375,580.6060606060606
1748,2800670.0,Boquim,28.0,SE,493.874358974359,502.3256198347108,493.4661157024793,540.2068376068376,693.2231404958678
1749,2800704.0,Brejo Grande,28.0,SE,415.13571428571424,428.61515151515147,424.43030303030304,442.91785714285714,413.93939393939394
